id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-1-205165,Karamoja Nutrition Programme (KNP),The Karamoja Nutrition Programme will deliver services to treat acute malnutrition; strengthen health service planning and delivery; improve access to supplements that prevent micronutrient deficiencies for mothers and children; and test and scale initiatives to prevent malnutrition in Karamoja – including through crop bio-fortification.,1,1,01/07/2017,01/07/2017,01/07/2017,01/07/2017,12240;13010;52010;41010;14031;74010;43082,62.00;12.00;12.00;6.00;4.00;4.00;0.00,GB-1-205165,20700353
GB-1-205168,Multilateral Aid Review (MAR) 2015 Programme Costs,"The purpose of this project is to provide external expertise, by providing performance evidence of the Mulitilateral Partners DFID fund. This evidence will enable us to monitor and assess the performance of these multilateral organisations. This should make them more value for money, which will support the beneficaries of our aid programme and reduce poverty.",0,1,29/10/2015,29/10/2015,29/10/2015,29/10/2015,22010,100,GB-1-205168,19300
GB-1-205169,"Nutrition, water and sanitation support for UNICEF in the Horn of Africa",To address Nutrition challenges in Priority countries in the Horn of Africa. The programme will aim to contribute to the reduction of nutrition insecurity exacerbated by El Nino in Priority countries in the Horn of Africa.,0,0,03/11/2015,03/11/2015,03/11/2015,03/11/2015,72010;12240,70.00;30.00,GB-1-205169,4300000
GB-1-205170,Agriculture Technology Development New Procurement Initiative,"The programme will pilot the Innovate UK procurement initiative within DFID through development of a small relatively self-contained project. The project selected was development of a low cost solar powered irrigation pump, identified as one of the top ‘50 breakthrough critical scientific and technological advances needed for sustainable global development’ by the Institute for Globally Transformative Technologies.",0,0,29/09/2015,29/09/2015,29/09/2015,29/09/2015,31182,100,GB-1-205170,783736
GB-1-205171,Improving access to agricultural markets in Sierra Leone,"Improved access to markets for agricultural producers through the rehabilitation, construction and maintenance of feeder roads in Sierra Leone",0,0,07/06/2016,07/06/2016,07/06/2016,07/06/2016,21020;31120,59.00;41.00,GB-1-205171,1961282
GB-1-205173,Tackling Serious and Organised Corruption in Malawi.(TSOC),"To enhance technical capacity and coordination of key Malawian law enforcement agencies including the Anti-Corruption Bureau (ACB), Director of Public Prosecutions (DPP), Financial Intelligence Authority (FIA), and the Police. The purpose of the programme is to increase the likelihood and severity of sanctions for serious and organised corruption and related crimes in Malawi. Collective action by non-state actors like civil society and the media in the fight against serious and organised corruption will also be supported by a component within this programme.",0,0,05/11/2015,05/11/2015,05/11/2015,NA,15113,100,GB-1-205173,10657606
GB-1-205174,"Core support to the Africa Progress Panel, 2015-2017, to facilitate evidence-based policy making and transformative changes in policies and practices by African leaders",Provide core support to the African Progress Panel to facilitate evidence-based policy making and transformative changes in policies and practices by African leaders,0,0,01/12/2015,01/12/2015,01/12/2015,01/12/2015,43010,100,GB-1-205174,1450000
GB-1-205176,Humanitarian Emergency Response Operations and Stabilisation Programme (HEROS),"The programme will provide humanitarian emergency response operations management and stabilisation support.  This programme will enable UK to respond rapidly, at scale, to global humanitarian disasters as well as supporting DFID teams working on protracted crises, chronic emergencies and humanitarian reform.  This contract will also provide a flexible model to support the Government’s conflict, stabilisation and security work in fragile and conflict-affected states – both during steady state periods and in response to crises.",0,0,01/03/2017,01/03/2017,01/03/2017,NA,72010;99810;41010;43082,99.00;1.00;0.00;0.00,GB-1-205176,98076376
GB-1-205177,Support to Tanzania Public Sector Reform Programme,"To provide support for the design of the Tanzania public sector reform project. This will include conducting an analysis on the improvement of government service delivery, the implementation of Tanzania government’s five years development plan and analyses to inform improvement effectiveness of the public sector.",0,1,01/06/2017,NA,01/06/2017,01/06/2017,15110,100,GB-1-205177,400000
GB-1-205179,Lebanon Non Formal Education,"To provide 6 months’ interim support to Reaching All Children with Education (RACE), through UNICEF, to accelerate education and skills of underserved children and youth of lower secondary (9-15 years old), upper secondary (15-18) and tertiary levels (19-24 years old). To support the scale up of RACE’s Accelerated Learning Programme that enables an additional 3,500 Syrian refugees (9-15 years old), who have lost several years of schooling, to catch up and integrate into Lebanese public schools. To invest early in new, innovative strategies to reach 15,500 adolescent and youths with non-formal education and with skills to improve their employability and life opportunities, and to boost social cohesion in Lebanon.",0,0,12/11/2015,12/11/2015,12/11/2015,12/11/2015,11320;11330,51.00;49.00,GB-1-205179,4139867
GB-1-205181,International Action Against Corruption,"International Anti-Corruption Programme (I-ACT) is a multi-component programme which makes fighting corruption a top priority for the international community to address the impact of corruption on the poorest countries and people.  It will follow through on Anti-Corruption Summit actions aimed at preventing corruption, ending impunity, and empowering those who have suffered from it. It will focus on strengthening the international architecture and response on anti-corruption, and will include work with new digital technologies to strengthen civil society in partner countries.  ",0,0,18/11/2015,18/11/2015,18/11/2015,18/11/2015,15113;15111,96.00;4.00,GB-1-205181,29748991
GB-1-205182,Maintaining Resilient Zero for Ebola in Sierra Leone,"To support Sierra Leone to detect and respond effectively to Ebola events and outbreaks of other communicable diseases by strengthening district health capacity, the laboratory network, and disease surveillance systems.",0,0,01/01/2016,01/01/2016,01/01/2016,01/01/2016,12250;12110;12220;12261;12281;22040;72010;72050,61.00;27.00;5.00;2.00;2.00;2.00;1.00;0.00,GB-1-205182,31409165
GB-1-205183,"UK investment in the Global Fund, 2016-2019","To tackle the immediate impact of the three most deadly infectious diseases – HIV/AIDS, tuberculosis and malaria – and put the international community on the right track to end the three diseases as epidemics by 2030.",0,1,01/08/2016,01/08/2016,01/08/2016,01/08/2016,99810,100,GB-1-205183,1200000000
GB-1-205184,"UK investment in the Global Fund 2020-2022 to reduce transmission and mortality for HIV AIDS, tuberculosis and malaria through treatments, diagnostics and preventive technologies and related services","To tackle the immediate impact of the three most deadly infectious diseases - HIV AIDS, tuberculosis and malaria - and put the international community on the right track to end the three diseases as epidemics by 2030, and achieve universal health coverage.",0,1,01/04/2020,01/04/2020,01/04/2020,NA,99810;12110;12220;12262;12263;13040;91010,99.00;1.00;0.00;0.00;0.00;0.00;0.00,GB-1-205184,1459404597
GB-1-205185,Twende Mbele (“Going Forward”) – Strengthening African Monitoring and Evaluation Systems,"This will support the South African Government Department of Planning, Monitoring and Evaluation (DPME) and their technical partner, the Centres for Learning on Evaluation and Results (CLEAR), to strengthen monitoring and evaluation (M&E) systems and practices in selected African countries, via the Twende Mbele (‘Going Forward Together’) programme. ",0,1,01/04/2016,01/04/2016,01/04/2016,01/04/2016,16062;15110;15153;15111;15130;15113,39.00;26.00;26.00;4.00;3.00;2.00,GB-1-205185,1824067
GB-1-205186,"Strengthening Accountable District Delivery of Sexual, Reproductive, Maternal, Neonatal and Child Health Preventive and Curative Services in Sierra Leone","Achieve a sustainable step change in health outcomes for under-fives, adolescents, pregnant women and mothers.",0,0,25/11/2015,NA,25/11/2015,25/11/2015,13020,100,GB-1-205186,79999
GB-1-205187,The Insurance Platform,"To set up a vehicle in which to manage DFID's main investments in the climate finance and resilience sectors,working in collaboration with Germany/KfW, with the aim of pooling our investment management, reducing administration burdens and cost",0,0,10/10/2015,NA,10/10/2015,10/10/2015,23110;41010,52.00;48.00,GB-1-205187,86980
GB-1-205188,Increasing access to electricity in Sierra Leone,"To increase access to improved, affordable and sustainable electricity supply for human development and wealth creation in Sierra Leone by 2018. through a combination of interventions supporting hard infrastructure, institutional reform and operational improvement.",1,0,15/01/2017,15/01/2017,15/01/2017,NA,23630,100,GB-1-205188,28753711
GB-1-205189,Sierra Leone Support to the Presidential Delivery Unit Phase II,"support the Government of Sierra Leone’s efforts to recover from the Ebola crisis and accelerate development by adopting a new, results-focused approach to delivering the most important priorities.",0,1,30/11/2015,30/11/2015,30/11/2015,30/11/2015,15110;12110;11110;14010;23110;31110;22010,52.00;11.00;10.00;8.00;8.00;8.00;3.00,GB-1-205189,15636387
GB-1-205190,Harnessing Migration for inclusive growth and development in Southern Africa,To support better migration management in Southern Africa as a means of improving the opportunities and lives of Southern Africa’s population and as a contribution to long term sustainable development in the region and the continent as a whole,0,1,01/01/2017,NA,01/01/2017,01/01/2017,15160,100,GB-1-205190,64255
GB-1-205191,Partnerships for Development,"Partnerships for Development (formerly known as GREAT for Partnership) will multiply the UK’s development impact by boosting partnerships between UK’s institutions and their counterparts in the developing world. It will leverage the skills and expertise from a range of UK institutions and supply them initially to DFID partner countries, based on tailored demand.  It will initially prioritise the Extractives, Financial Accountability and Anti-Corruption sectors.",0,0,07/12/2015,07/12/2015,07/12/2015,NA,15130;15110;32182;91010;15210;15111;11110;15112;15113;15150;15151;15152;15153;16062,54.00;18.00;9.00;8.00;7.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,GB-1-205191,21896715
GB-1-205192,Financial Aid: Building Core Systems in the Government of Sierra Leone,"To improve core systems in public financial management, revenue and procurement to underpin sustained poverty reduction and economic development.",0,0,01/01/2016,01/01/2016,01/01/2016,01/01/2016,24010;15111,63.00;37.00,GB-1-205192,8095492
GB-1-205195,Rehabilitation of Freetown’s Water Supply System ,"The project will increase sustainable access to safe water in Freetown, the capital city. This will be achieved through rehabilitation of water infrastructure for improved public service delivery of water.",1,0,07/06/2016,07/06/2016,07/06/2016,07/06/2016,14021;14010,100.00;0.00,GB-1-205195,45290577
GB-1-205196,Contribution to WHO for providing timely quality healthcare essentials in emergencies,Contribution to WHO for providing timely quality healthcare essentials in emergencies . This is to fill a critical gap from the beginning of a health emergency until resources from other financing mechanisms begin to flow.,0,1,10/12/2015,10/12/2015,10/12/2015,10/12/2015,99810;72010,59.00;41.00,GB-1-205196,15400000
GB-1-205200,Jordan Compact Education Programme - Transforming life chances of a generation of children through education,JCEP supports the Government of Jordan to fulfill landmark commitments made at the Supporting Syria and the Region Conference. The Compact agreed a new approach to addressing the protracted refugee crisis and includes a commitment that all children in Jordan regardless of their nationality will have access to quality education in a safe inclusive and tolerant environment. ,0,1,19/07/2016,19/07/2016,19/07/2016,19/07/2016,11220;11110;11182,77.00;22.00;1.00,GB-1-205200,89014452
GB-1-205201,Jordan Compact Economic Opportunities Programme ,"To promote economic development and opportunities in Jordan for the benefit of both Jordanians and Syrian refugees.  This programme will attract new inward investment and open up economic markets for Jordanian goods and services, creating new jobs for Jordanians and Syrian refugees as set out in the Jordan Compact. The programme will also help Jordanian hosts maintain their resilience and economic stability.",0,1,20/07/2016,20/07/2016,20/07/2016,NA,25010;16020;15190;72010;15114;11330;14022;14050;15110;24040,52.00;19.00;15.00;13.00;1.00;0.00;0.00;0.00;0.00;0.00,GB-1-205201,229059312
GB-1-205204," Domestic Revenue Mobilisation, Public Investment Management and Transparency (DRUM)"," This programme will support Uganda’s sustainable exit from aid by delivering higher growth, increased domestic revenues, more lucrative public investment management and more transparent and accountable state-society relations.  ",0,0,01/09/2016,01/09/2016,01/09/2016,01/09/2016,15111;15114;15110,57.00;43.00;0.00,GB-1-205204,15558134
GB-1-205206,Building Resilience and an Effective Emergency Refugee Response (BRAER),"The programme will provide emergency life-saving assistance to the large influxes of refugees arriving in Uganda, build resilience among refugees and their host communities to reduce Uganda’s humanitarian burden, and deliver on UK Humanitarian Reform priorities.  It will support the UK in its leadership role to develop new approaches to protracted crises and in delivering on the New York Declaration’s Comprehensive Refugee Response Framework, with regional and global impact.",0,1,01/06/2018,01/06/2018,01/06/2018,NA,72040;11230;13020;15190;15180;12220;16010;43082;12250;23182;72010;72050;73010;74010;99810,58.00;25.00;7.00;4.00;3.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,GB-1-205206,169200015
GB-1-205207,Removing the political obstacles for social and economic development results,"To develop a flexible facility that will provide targeted, practical and demand-driven political economic analysis and support to DFID programmes and interventions that will help the most vulnerable people in Uganda. ",0,0,01/07/2016,NA,01/07/2016,01/07/2016,43082,100,GB-1-205207,67209
GB-1-205208,UK Financial Accountability and Anti-corruption Patrnership Design Project,"To scope and develop new partnerships in the fields of anti-corruption and public financial management. This will help to draw on UK skills in order to improve financial accountability and anti-corruption in developing countries, thereby improving economic development and poverty reduction.",0,0,14/12/2015,NA,14/12/2015,14/12/2015,15113;15111;24010;15110,41.00;25.00;25.00;9.00,GB-1-205208,109223
GB-1-205210,UK Aid Match II Fund,To support the achievement of the Global Goals through funding UK-based civil society organisations to deliver projects that assist in ending extreme poverty and building a better world by 2030. The programme will also provide opportunities for the UK public to engage in international development issues and have a say in how a portion of the aid budget is spent.,0,1,01/09/2016,01/09/2016,01/09/2016,NA,12110;15150;72010;32130;11110;41010;43010;74010,34.00;22.00;17.00;11.00;8.00;8.00;0.00;0.00,GB-1-205210,166719976
GB-1-205211,South Atlantic Submarine Cables,"To improve the broadband connection to the people and businesses of St Helena. This will assist in promoting business and social development leading to economic growth and international investment and will, in the longer-term, reduce reliance on UK budgetary aid.",0,0,01/04/2016,NA,01/04/2016,01/04/2016,22040,100,GB-1-205211,81300
GB-1-205219,International Growth Centre - Phase 3,"The IGC will help developing countries implement effective inclusive growth policies, in order to lift their citizens out of poverty. The programme will provide rigorous, policy-relevant research; and independent, demand-led policy advice directly to country governments on key priority areas identified in DFID’s 2017 Economic Development Strategy: economic governance; trade and productivity; cities and infrastructure; and energy.",1,0,01/04/2018,01/04/2018,01/04/2018,NA,43082;15110;15130,73.00;27.00;0.00,GB-1-205219,54272693
GB-1-205221,UK Support to United Nations High Level Panel on the economic empowerment of women and girls,"To provide High-level leadership to accelerate action to improve jobs, incomes and economic opportunities for women and girls. The UK will provide funding to support an independent Lead Author and Secretariat, hosted within UN Women, to facilitate the Panel. The Panel will provide a focal point for political support and tangible action to create real momentum around the Sustainable Development Goals and targets to empower women, particularly those on access to resources, better jobs and working conditions and the reduction in the unpaid work burden.",0,2,01/01/2016,01/01/2016,01/01/2016,01/01/2016,15110;15170,90.00;10.00,GB-1-205221,4091315
GB-1-205222,Cities and Infrastructure for Growth (CIG),"This UK Programme provided technical support on city and regional interventions mainly in 2 focus countries, Uganda and Zambia, resulting in increased inclusive economic growth and job creation. The interventions have helped city economies to become more productive, deliver access to reliable, affordable, renewable power for businesses and households, and strengthen investment into infrastructure services, including from the UK.   CIG was intended to provide up to £165m to a range of LMICs over 5 years. Due to budget cuts over the life of the programme, CIG was substantially scaled back and at closure comprised technical assistance support to Uganda and Zambia only. CIG provided £52m of support in total (£22.6m of which was spent in Zambia and Uganda). In the final year, 2023, a Phase 2 was started, where management was transferred in July to a country office, covering only Zambia. Phase 2 will last until June 2025, with the possibility of a further year's extension.",1,1,01/06/2017,01/06/2017,01/06/2017,01/06/2017,23110;43030;21010;41082;15110;41010;23210;23230;14050;21020;24081;32120;43082,42.00;25.00;11.00;7.00;6.00;4.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00,GB-1-205222,53987680
GB-1-205225,Technical Assistance to the African Union Commission on Migration,"To strengthen the capacity of the African Union Commission’s (AUC) migration team to implement commitments made at the Valletta Migration Summit to address the root causes of irregular migration and forced displacement, to prevent and fight irregular migration, migrant smuggling and trafficking in human beings and to enhance cooperation on legal migration and mobility to work more closely to improve cooperation on return, readmission and reintegration",0,1,06/01/2016,06/01/2016,06/01/2016,06/01/2016,15220,100,GB-1-205225,293889
GB-1-205226,Manufacturing Africa - Foreign Direct Investment,"Manufacturing Africa helps drive the inclusive economic transformation needed to create jobs for the future and set countries on a trajectory out of poverty. It is expected to generate £1.2 billion of new Foreign Direct Investment in manufacturing sectors in Africa. It will do this by working with African Governments and international companies to facilitate new investments, such as by developing the business case for firms to undertake investment, or by supporting their negotiations with Government, and by addressing sector specific barriers preventing those particular investments from taking place. MA also aims to reduce carbon emissions from manufacturing through thought leadership as well as delivering technical assistance and supporting investments that facilitate climate change mitigation and or adaptation. ",1,1,01/04/2017,01/04/2017,01/04/2017,NA,32110;32130;32120;25010;41010,38.00;27.00;18.00;9.00;8.00,GB-1-205226,86134292
GB-1-205231,Centre for Disaster Protection (CDP),"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use “risk financing” tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund until April 2021.",1,0,01/04/2017,01/04/2017,01/04/2017,NA,99810;24010;74010;41010;24030;32182;43082;91010,54.00;18.00;14.00;5.00;3.00;3.00;2.00;1.00,GB-1-205231,102415812
GB-1-205234,Leh Wi Learn - Sierra Leone Secondary Education Improvement Programme ,"To improve English and mathematics learning achievement in all secondary schools , especially for girls. The programme has the following components: making schools safe for girls, improving learning conditions in schools for boys and girls, strengthening central and district capacity, and improving monitoring and evaluation. In the first two years, the project will be fully aligned with Sierra Leone’s President’s Recovery Priorities. Over the five years, the impact will be measured by improvements in the West Africa regional secondary school examinations taken after three years (the basic certificate) and after six years (the senior certificate). An additional 14,000[1] girls and boys are expected to pass English and Maths at senior level, with a narrowing of the performance gap between boys and girls. The outcome of the programme will establish an enabling environment for secondary school students, especially girls, to be safe, learn and achieve.   ",0,1,01/06/2016,01/06/2016,01/06/2016,01/06/2016,11320;11220;11110,59.00;34.00;7.00,GB-1-205234,62454773
GB-1-205238,FSDA - Financial Sector Deepening Africa Platform,"To drive inclusive growth through a combination of grants and development capital investments that build financial markets and institutions. The programme delivers ambitious multi-country activities and focused, local interventions which seek to strengthen capital markets, promote financial innovation, and help Africa finance a greener future.",1,1,22/12/2015,22/12/2015,22/12/2015,NA,24030;99810;24010;24040;41010;13030;15111;24020;24081;25010,35.00;28.00;21.00;14.00;2.00;0.00;0.00;0.00;0.00;0.00,GB-1-205238,552569235
GB-1-205241,Women's Integrated Sexual Health,"To increase the use of family planning methods to reduce maternal deaths and prevent the use and access to unsafe abortion, including for marginalised and young women.  It will enable women in target countries to safely plan their pregnancies and improve their sexual and reproductive health.  It will progress towards Universal Reproductive Health and Rights [SDGs 3.7 and 5.6].  It will support a range of services including family planning, education and behaviour change, prevention of unsafe abortion and other integrated sexual and reproductive health services. By 2020, the programme aims to have supported an additional 4.1m family planning users.  It will avert up to 9.4m unsafe abortions and 8.9m unintended pregnancies, and provide 23m couple years of family planning protection.",0,2,03/10/2016,03/10/2016,03/10/2016,03/10/2016,13030;13010;13020;91010;99810,100.00;0.00;0.00;0.00;0.00,GB-1-205241,279298415
GB-1-205242,Tackling Deadly Diseases in Africa Programme,"To save lives and reduce the impact of disease outbreaks and epidemics on African populations. The programme will strengthen African Health systems and institutions by supporting: (i) World Health Organisation Africa Office (WHO AFRO) reform (ii) countries' ability to achieve the International Health Regulations (IHR), (iii) better governance and accountability of public health systems, (iv) improved data and evidence, and (v) emergency response.",0,0,01/07/2017,01/07/2017,01/07/2017,01/07/2017,12250;12110;12281;12261,79.00;11.00;7.00;3.00,GB-1-205242,102043099
GB-1-205243,UK Partnerships for Health Systems,"The UK will invest up to £30m over five years (2019 to 2023)  to support partnerships between UK and developing country health institutions – sharing expertise that helps developing countries build stronger and more resilient health systems, especially a better-skilled health workforce. The project will deliver the expected outcome of ‘improved health worker and health service performance for poor and vulnerable populations in selected low and lower-middle income countries’",0,0,01/10/2017,01/10/2017,01/10/2017,01/10/2017,12110;12281,80.00;20.00,GB-1-205243,1671774
GB-1-205244,Supporting Syria and the Regions Conference (London 2016),"To deliver a high level pledging and policy conference that addresses the requirements of the UK government and  demonstrates strong UK leadership to meet the immediate needs of those affected by the turmoil and creates long term opportunities in Syria and its neighbouring countries, in order to protect and improve the lives of those affected by the conflict. More than $11billion was pledged at the Conference with a further $6 billion pledged by the  international community for 2016 and a further $5 billion for the coming years until 2020.  The money pledged at the Conference will save lives, provide protection, halt abuses, and allow humanitarian agencies rapid, safe and unimpeded access throughout Syria and the region in order to reach besieged and hard-to-reach areas.",0,1,01/01/2016,01/01/2016,01/01/2016,01/01/2016,72010,100,GB-1-205244,1930000
GB-1-205245,Portfolio Risk Assurance Programme II,"To improve the efficiency and effectiveness of DFID Pakistan programmes, by reducing the exposure of funds to fraud and corruption risks. This will increase the input and the Value for Money of higher risk programme investments across the portfolio.  ",0,0,01/08/2016,01/08/2016,01/08/2016,01/08/2016,15113,100,GB-1-205245,1463943
GB-1-205246,"""Girls and Out of School Children: Action for Learning (GOAL)"".","The Girls and Out of School Children: Action for Learning (GOAL) programme will support the Governments of Punjab and Khyber Pakhtunkhwa (KP) to improve education outcomes for girls and the most marginalised, directly contributing to FCDO’s global commitments to girls’ education on access and learning.",0,NA,01/01/2023,01/01/2023,01/01/2023,NA,11110;11320;11130;72010;11182;11220;11230;73010;11120;12261,46.00;11.00;13.00;12.00;6.00;6.00;4.00;2.00;0.00;0.00,GB-1-205246,129999994
GB-1-205247,UK Nepal / Bicentenary Learning and Advocacy Programme,"This programme will review our work in Nepal to establish through evidence based research what interventions from the past  have worked best,  and what lessons we can use from these successes to shape our future activities so that the poorest and most marginalised in Nepalese society including women and girls continue to have access to better services to improve their lives.",0,1,15/01/2016,15/01/2016,15/01/2016,15/01/2016,15170;15110,71.00;29.00,GB-1-205247,155507
GB-1-205248,Education Cannot Wait (EiE),"To transform both the availability and quality of education provision in countries affected by natural and man-made emergencies and prolonged crises. This is being provided through UNICEF's Education Cannot Wait – a new global fund for education in emergencies and protracted crises. The Fund has two primary functions:  1. Breakthrough Fund (95%) to support country-level initiatives, directly funding programmes and policies to ensure that more children can access a quality education in a country. It comprises two windows: multi-year and first response. Initial multi-year funding has begun in Syria, Chad and Ethiopia, and will begin shortly in Yemen. First Response funding - including needs assessments, HRP match funding and specific proposals - will assist Peru, CAR, Somalia, Madagascar, Ukraine, Uganda and Afghanistan. 2. Acceleration Facility (5%) to invest in global public goods such as developing new approaches to delivering education programmes in crises affected countries. ",0,1,01/04/2016,01/04/2016,01/04/2016,01/04/2016,11110,100,GB-1-205248,34249250
GB-1-205249,Accelerating Sustainable Control and Elimination of Neglected Tropical Diseases (NTDs) - (ASCEND) ,"To provide a comprehensive package of interventions to reduce disability, disfigurement, stigma, deaths, lost livelihoods and poverty which occur as a result of neglected tropical diseases (NTDs). ASCEND will work towards the sustainable control and eliminations of NTDs in approximately 20 high burden countries in Africa and Asia and will focus on five NTDs: lymphatic filariasis, schistosomiasis, visceral leishmaniasis and trachoma. The programme contributes to Sustainable Development Goal (SDG) targets 3.3 and 3.8.    ",0,0,01/02/2016,01/02/2016,01/02/2016,01/02/2016,12250;12220,70.00;30.00,GB-1-205249,99747852
GB-1-205252,"To contribute to the Least Developed Countries Fund for adaptation, hosted by the Global Environment Fund.","To reduce the climate vulnerability of poor people in Least Developed Countries by increasing resilience in sectors that are central to sustainable development and livelihoods, including: water; agriculture and food security; health; disaster risk management and prevention; infrastructure; and fragile ecosystems. ",1,0,01/04/2016,01/04/2016,01/04/2016,01/04/2016,99810,100,GB-1-205252,30000000
GB-1-205254,Shule Bora - Quality Education ,"A national education programme to improve the quality of pre-primary and primary schools in Tanzania. The programme will improve learning outcomes for all children, improve transition rates to secondary school for girls, reduce physical and sexual violence in and around schools, and help children with disabilities access quality education. The programme will work with the Government of Tanzania on achieving these outcomes through a payment-by-results mechanism, supported by technical assistance. The programme will also directly deliver innovative approaches to improving education quality in 9 regions of Tanzania through a contracted Managing Agent, alongside ongoing evaluation and learning.",0,1,01/04/2020,01/04/2020,01/04/2020,NA,11220;11110;11240;11182;11320;11330,74.00;15.00;11.00;0.00;0.00;0.00,GB-1-205254,72739049
GB-1-205255,Humanitarian Global Services,"This programme will provide funding to a small number of leading international response organisations in the fields of safety, security, early warning, advice and risk analysis. This network of specialists provide global public goods which improve the overall effectiveness of humanitarian response to both rapid and slow onset humanitarian crises.",0,1,01/09/2016,01/09/2016,01/09/2016,01/09/2016,72010,100,GB-1-205255,7441811
GB-1-205256,Ethiopia Drought Response Programme,"To provide humanitarian food assistance and non-food support (nutrition, health, WaSH, education, protection, etc) to about 1.9 million people in the drought affected parts of the country. ",0,0,01/04/2016,01/04/2016,01/04/2016,01/04/2016,72040;99810;72010,94.00;5.00;1.00,GB-1-205256,59309671
GB-1-205258,Green Economic Growth for Papua,"The programme aims to promote green growth in Papua.  It will contribute to the government of Papua’s vision and spatial plan that intends to preserve 90 per cent forest cover in the province.  In doing so the programme will support the provinces transition away from a high carbon business as usual growth trajectory onto a low carbon development pathway.    The programme is designed to address the key barriers to private sector development in Papua that will enable firms to pursue low carbon business opportunities. It will work directly with firms, the financial sector, and the public sector to improve the commercial and environmental sustainability of small and medium sized enterprises.  In addition, the programme will generate knowledge on how green growth can be implemented in Indonesia and globally. ",1,0,15/07/2016,15/07/2016,15/07/2016,15/07/2016,31110;31120;41081;31210,42.00;29.00;29.00;0.00,GB-1-205258,8196384
GB-1-205260,Trade Strategy Programme,"To support developing countries use trade to achieve economic growth and poverty reduction. The programme will provide analytical, evidence-based research, and trade diagnostics tools and databases. The programme activities aim to build the trade capacity in 72 developing countries to better integrate into the global trading system in order to enhance their economic development. The research and knowledge will support developing countries to gain access to global markets as well as inform policy making decisions contributing to achieving poverty reduction,   integral to DFID’s Economic Development Strategy.  The programme will also provide financial and technical support to develop sustainable trade strategies that will have a positive impact on poor people’s lives through the promotion of private sector development and job opportunities.",0,0,01/10/2017,01/10/2017,01/10/2017,NA,33110;33181;15170;31110;33120;33210;41010,58.00;12.00;6.00;6.00;6.00;6.00;6.00,GB-1-205260,24599998
GB-1-205266,Pacific Catastrophe Risk Assessment and Financing Initiative,"To provide technical assistance and capital to provide insurance for the Pacific Islands so in future they can protect themselves against natural disasters such as cyclones and Tsunamis thereby reducing their reliance on humanitarian aid.  The nations of Tonga, Marshall islands, Cook Islands, Vanuatu, and Samoa (625,000 people in total) will benefit from the insurance at the start of the programme",1,0,29/01/2016,29/01/2016,29/01/2016,29/01/2016,24040;41010,51.00;49.00,GB-1-205266,12514551
GB-1-205268,Strengthening humanitarian preparedness and response in Bangladesh,"The project aims to address the ongoing needs of over 840,000 Rohingya refugees, who were displaced by the Myanmar military in August 2017. UK support provides food aid to around one million of them since the influx in August 2017, improved shelter for 400,000 families and clean water and sanitation for over 300,000 people. They also get cooking gas to stop the destruction of forest for firewood. Over 500,000 people will also be supported for sexual and reproductive health and over one million people with other health services. The vulnerable Bangladeshi communities, who host them will also get support. Thus, both groups will lead more fulfilling and meaningful lives. The project will also strengthen disaster preparedness and help to reduce the cost for disaster response through a joint UN and civil-society programme. Around 500,000 people will get timely and cost-effective aid following disasters.",1,1,01/08/2016,01/08/2016,01/08/2016,01/08/2016,72010;73010;74010;72050;72040;15180,88.00;4.00;4.00;3.00;1.00;0.00,GB-1-205268,339424912
GB-1-205269,Sierra Leone: Strengthening Community-Led Accountability to Improve Service Delivery,"To work with the most poor and marginalised people in Sierra Leone, especially women and young people to bring about improved accountability and better delivery of services: Providing platforms for citizen monitoring, feedback and engagement with service providers supported by data collection undertaken by young people that gives citizens the means and opportunity to understand their rights and the services they should have access to, to know what has been delivered, and to demand better and more transparent delivery from service providers. An innovation fund will provide a window to support innovative ideas to address local issues through local solutions led by communities themselves.   ",0,1,01/04/2016,01/04/2016,01/04/2016,01/04/2016,15150;15153;15113;15112,65.00;25.00;7.00;3.00,GB-1-205269,8206342
GB-1-205271,"Support to the International Agriculture Research Centres developing and delivering agriculture technologies and knowledge to reduce poverty, hunger and adapt to climate change.","To contribute to poverty reduction, improvements in nutritional status, and adaptation to climate change in South Asia and Africa in the face of climate change and resource scarcity, by developing new technologies, products and knowledge which promote agricultural productivity and increase the resistance of crops to diseases and pests. The programme will lead to increased agricultural productivity; increased production and consumption of nutritious vegetables; and improved food security and incomes for rural households in Africa and South Asia. ",1,1,01/08/2016,01/08/2016,01/08/2016,NA,41082;12110;31182,50.00;26.00;24.00,GB-1-205271,52427844
